,star_score,reple,date
20467,4,그냥모 그럭저럭 그랬음,2016-09-01 10:31:00
20468,10,좀비 영화 좋아하는데 열차 잡는 좀비를 보며 진짜 징하다고 생각한건 처음임 캐스팅을 어쩜 이리 잘했는지 정말 재미 있게 보았고 나도 열차 안에 가쳐 있는 느낌도 나고좀비 사실적이면서 디테일하다고 해야하나 두번 울기도 하고 외국영화보다 부산행이 최고! ,2016-09-01 09:47:00
20469,10,ㄳ국숫ㅁㄴㅇㄹ아아개쩐당꿀잼,2016-09-01 09:37:00
20470,8,좀비보다 인간들이 더 무서운 영화였다,2016-09-01 05:49:00
20471,6,끈질기게 악역인 상무 캐릭터가 조금 진부함,2016-09-01 00:35:00
20472,8,생각도 못해 본 한국형 좀비 영화  재미있어요,2016-09-01 00:06:00
20473,8,좀비안좋아하는데 나름 굿~!,2016-08-31 23:55:00
20474,8,즐겁고 재미있게 감상했어요~~,2016-08-31 23:21:00
20475,8,마블리 캐리 스케일이 생각보다 커서 놀람,2016-08-31 22:44:00
20476,8,결말이 조금 아쉬웠지만 재미있게 잘 봤습니다^^,2016-08-31 22:41:00
20477,8,마동석 최고! 공유 마지막에 슬펐습니다.. 악역 하신분 이름 모르겠지만 나빠요ㅠ,2016-08-31 22:24:00
20478,7,어후존나 무서움 10자,2016-08-31 22:16:00
20479,5,부산행 재미있게 봤습니다.,2016-08-31 22:02:00
20480,6,재미+감동섞인 전형적인 그럭저럭한 한국 영화. 지루하진 않음.,2016-08-31 21:58:00
20481,5,재밌다라는생각은안드는데 볼만함,2016-08-31 21:50:00
20482,8,마지막 공유의 웃음이ㅜㅜ슬프..영화재밌음,2016-08-31 21:43:00
20483,9,한국형 좀비영화. 의외로 깔끔하게 다듬어진 게 나름 수작이다. 자칫 신파극으로 이어질 뻔도 했었으나 다행스럽게도 잘 버무려져 적절한 감동을 줬다는 느낌이 강하다.,2016-08-31 21:41:00
20484,10,아 진짜 마지막에 울었어요...여러분 이기적이지 맙시다,2016-08-31 21:07:00
20485,10,지금껏 봐온 좀비물중 최고네요저도 늦게보긴했지만 못보신분들 강추합니다,2016-08-31 20:51:00
20486,5,좀비 스토리는 많이 봐서 그런지....,2016-08-31 20:43:00
20487,10,두 번째로 봤는데 그래도 깜짝 깜짝 놀라고 재밌었습니다,2016-08-31 20:41:00
20488,10,한국영화 치곤 선방!!!,2016-08-31 20:12:00
20489,9,간만에 스릴잇는 영화감상 했습니다,2016-08-31 20:02:00
20490,10,500원 받을려면 귀찮게 평쓰라고 하길래 뭐하는 짓인가 싶다,2016-08-31 19:54:00
20491,9,공유 멋지다ㅡ 마무리가 좀 허무했지만 재미있는 영화!!,2016-08-31 19:38:00
20492,5,수고하셨습니다 좀비물격상에 추진제,2016-08-31 19:34:00
20493,9,좀비 영화 매니아 인데 딱 재밌었음스릴이 더 있었음 좋았겠지만,2016-08-31 19:04:00
20494,9,공유가 너무 잘생겨서 집중이 안됐어요,2016-08-31 18:40:00
20495,8,스릴은있는데 좀유치..??,2016-08-31 18:40:00
20496,10,한국 좀비영화의 앞으로가 기대되요. 근데 그 아저씨 너무 미웠어요.,2016-08-31 18:31:00
20497,10,개꿀잼 더위를 날려주는영화,2016-08-31 18:26:00
20498,10,부산행 너무 재미았었어요,2016-08-31 17:59:00
20499,10,볼만함열굴자 개기네아우,2016-08-31 17:46:00
20500,10,아이들하고 봤는데 아주 재미있었습니다,2016-08-31 17:12:00
20501,9,넘나 재밌었어요ㅎ한국좀비영화 수준 업그레이드,2016-08-31 17:09:00
20502,9,공유가 멋이ㅆ음////...굉장히 보호받고싶다,2016-08-31 17:04:00
20503,6,"좀비역 배우들의 열연, 좀비들의 대운동회 같은 엄청 멋진 장면이 많았다 설국열차보다 소소한 스케일이지만 기차를 활용한 장면들 멋있었다 가족을 위한 아버지의 희생 같은 주제의식은 감독의 전작에 비추어봐도 왜 넣은건지 좀 의아했지만 ",2016-08-31 16:52:00
20504,10,좀비영화재미있어요ㅎㅎ,2016-08-31 16:46:00
20505,10,재미와 감동까지 있네요    쟤미있었어요,2016-08-31 16:28:00
20506,10,취향저격 넘나내스타일 우하하라,2016-08-31 16:21:00
20507,10,한국 좀비 영화중 가장 으뜸이라고 생각한다,2016-08-31 16:20:00
20508,5,?.?.?.?.?.?.?.?.?.?.,2016-08-31 15:50:00
20509,6,그냥그래요 그냥 좀비물이예요,2016-08-31 15:35:00
20510,9,감동적입니다!!!괜찮아요 ^^,2016-08-31 15:28:00
20511,10,마동석 존멋. 공유 마지막 최고 ㅋ 부모의 마음을 알려주는..근데 그 상무 줫같다...,2016-08-31 15:26:00
20512,10,너무재미있게봤어요 마동석개머싯다,2016-08-31 15:25:00
20513,8,스릴넘치는 연출이좋앗어요..스토리가 조그무약한것같아요,2016-08-31 15:01:00
20514,10,좀비가 생각보다  많이안징그러워서 굿,2016-08-31 14:52:00
20515,9,마지막이 안타깝지만 전개 빠르고 스릴 있습니다.,2016-08-31 14:48:00
20516,10,8.09??!!! 너무 짜다 점수가.. 이 정도로 두 시간 내내 몰입하게 만든 영화가 흔하든가...한국이 참 영화 잘 만드네.. 라고 감탄사를 일어나게 한 작품!,2016-08-31 14:45:00
20517,10,짱이야~~~~!!!!,2016-08-31 14:41:00
20518,9,"좀비영화라 그저 그렇겠지 했는데 생각보다 긴박감도 있고 때때로 감동도 주고 재미있게 보았습니다.다만 아쉬운게 있다면 스토리가 조금더 완성도가  있었으면 했습니다.머 개인적인 의견이니,,,그래도 최근에 본 영화중에 재미있게 본 영화라  만족합이다. ",2016-08-31 14:39:00
20519,8,"중학생이 보기엔 괜찮은 영화고,41살 어른이 보긴엔 쪼금 아쉬워했다는 ..",2016-08-31 14:38:00
20520,10,우리나라 좀비영화치곤 기대이상이네요,2016-08-31 14:30:00
20521,4,오오오 괜춘한듯요ㅎ여러분들도 보세요,2016-08-31 14:21:00
20522,8,정말 기대이상으로 재미있었어요.,2016-08-31 14:02:00
20523,7,그냥그랬어요. 본격 마동석이 좀비 잡는 영화,2016-08-31 14:00:00
20524,8,재밌게봤음 한국좀비 치고 잘만듬,2016-08-31 13:53:00
20525,10,우리나라도 이렇게나 좀비물 잘찍는데 왜지금까지 안만든거냐?,2016-08-31 13:41:00
20526,9,한국 좀비물이라 기대를 안했는데 기대이상이예요.,2016-08-31 13:40:00
20527,10,굿굿완전재밌었음 마동석짱,2016-08-31 13:35:00
20528,5,잘만들긴했는데 결말이 허무‥,2016-08-31 13:34:00
20529,9,보는내내 심장떨렸지만 재미있었습니다~ 뭔가 익숙한 역들이 나와서 감정이입 제대로 됐네요ㅠㅠ 이런 끔찍한 상황은 일어나지 않았으면,2016-08-31 13:27:00
20530,9,인간 본성과 사회풍자를 간접적으로 볼 수 있었다. 발전해가는 한국 좀비물의 가능성을 보았다.,2016-08-31 13:03:00
20531,10,너무재밌어요~~~또 찾아봐야겠네요!!!,2016-08-31 12:48:00
20532,10,"긴장감, 속도감   어떤 좀비영화에서도 보지 못한 재미를 본 듯 하다.   한국 좀비영화, 한국 특유의 신파적 감성과 맞물로 플러스 마이너스 제로가 아닌 특이한 시너지를 이끌어 낸듯.  한국에서 이런영화도 가능 하다 라는 점에서 10점. ",2016-08-31 12:41:00
20533,8,스릴과 감동이 있는 영화..,2016-08-31 12:14:00
20534,8,기대안하고봤는데 좋았어요,2016-08-31 12:10:00
20535,8,그냥 그랬다 마동석때문에 이점수라도,2016-08-31 11:07:00
20536,8,음 나름 괜찮았어요~~,2016-08-31 09:42:00
20537,8,무서운걸 못보니.. 계속깜놀,2016-08-31 08:36:00
20538,8,좀비는 무섭지만 사람은 끔찍하구나...,2016-08-31 06:15:00
20539,8,소희의 연기력만 아니었어도 만점을 줬을만큼 재미있는 영화였습니다. 특히 제가 좋아하는 동요가 나와서 좋았어요!,2016-08-31 01:43:00
20540,8,괜찮았음 집중해서 볼 수 있었음,2016-08-31 00:35:00
20541,8,몰입도도 대박이고 진짜 마지막 감동 ㅜ 모성애 못지않은 부성애를 다시 한 번 알앗네요 스릴도 넘치고 재밋어요,2016-08-31 00:01:00
20542,9,"재밌었음. 감독의 아버지가 마동석,공유,양복아저씨 셋의 자화상으로 그려진 것 같음. 어설픈 장면들이 B급 장르성을 깨닫게 해주고, 현실감과 장르성이 계속 교차되게 했다",2016-08-30 23:35:00
20543,10,뒤늦게 봤는데 재밌어요!!,2016-08-30 23:34:00
20544,8,아무생각없이보기재미있어요,2016-08-30 22:56:00
20545,7,역시나 마동석이 다땨려죽인다 빠샤빠샤,2016-08-30 22:52:00
20546,9,정말 재밋었어요좀비물 같지 않았음,2016-08-30 21:31:00
20547,9,넘 재밌다 또보고싶다 또또또ㄸ,2016-08-30 21:25:00
20548,5,부산행 배우들 연기가 좋았어요,2016-08-30 21:03:00
20549,8,좀비영화치곤 재밌옸음,2016-08-30 20:53:00
20550,8,"구성과 스토리 전개에 아쉬움은 있지만, 즐겁게 관람했어요~ 좀비영화로서 외화와 비교해 손색없는 점은 칭찬해주고 싶어요~",2016-08-30 20:51:00
20551,9,재미있게 봤어요.  국내 좀비영화 볼만합니다요.,2016-08-30 20:51:00
20552,10,공유보는맛에보는영화...ㅋㅋㅋㅋ,2016-08-30 20:18:00
20553,10,슬픈 영화. 극장에서 보면 좋아요.,2016-08-30 20:17:00
20554,10,추천할만해요 좁은공간에서 긴박감있는 연출이 마음에 듬,2016-08-30 20:14:00
20555,10,정말 재밌었음ㅋㅋㅋㅋ,2016-08-30 20:12:00
20556,9,굿잡 재미잇음 굿잡 재미잇음,2016-08-30 20:11:00
20557,10,지리고오지고쌀뻔한영화,2016-08-30 20:09:00
20558,10,정말 재밌게 잘 봤습니다 서울역도보고싶네요,2016-08-30 19:59:00
20559,7,재밌게 시간 보낼 수 있는 영화. 하지만 딱 여름 한정용 시즌 상품 느낌은 떨칠 수 없는 듯 하다. 공유의 잘생김과 마요미님의 귀여움이 영화의 백미,2016-08-30 19:43:00
20560,9,공유랑 딸만 산다는 스포에 낚임 ㅎㅎ,2016-08-30 18:56:00
20561,9,한국형 좀비영화로서 합격점!,2016-08-30 18:55:00
20562,10,한국좀비물.기대했었는데뭐-괜찮았던거같습니다.,2016-08-30 18:50:00
20563,10,굿굿 다시햐번 보고싶은영화ㅜ,2016-08-30 18:36:00
20564,8,기대를 너무 했나...,2016-08-30 18:28:00
20565,9,좀비영화중 수준급입니다,2016-08-30 18:06:00
20566,10,좀비영화에서 논리따지고있네마지막 엔딩은 살아있는 시체들의밤 엔딩을 오마주해서살짝바꾼거같은데...,2016-08-30 18:02:00
20567,10,재밌음!  나중에 따로 더 볼 생각... 영ㄱ화관에서 두 번이나 봄.,2016-08-30 17:07:00
20568,10,좋아요 잘만들었네요 대박이네요,2016-08-30 16:58:00
20569,9,볼만함 열자열자열자열자,2016-08-30 16:46:00
20570,8,한국형 좀비물의 성공!!,2016-08-30 16:38:00
20571,7,스릴있고 흥미진진한데~ 끝이 조금~ ㅡㅡ;;,2016-08-30 14:41:00
20572,8,마동석이 다한거같아요ㅜㅜ 짱,2016-08-30 14:31:00
20573,8,심장이 쫄깃쫄깃마지막에 수안이랑 공유가 이별하는 모습이 너무 슬펐습니다,2016-08-30 14:29:00
20574,10,생각보다 너무 재미있었고 한국영화도 이정도 할수 있구나 하는걸 느꼈습니다ㅋㅋ,2016-08-30 14:23:00
20575,8,재밌는데 볼만해??ㄷ,2016-08-30 14:15:00
20576,10,좀비광인데 나쁘지않았어요!,2016-08-30 13:53:00
20577,10,재밌어요재미어요재밌어요,2016-08-30 13:53:00
20578,10,"연기, 액션 그리고 감동까지 선사한 부산행 ...한국형 좀비영화의 밝은 미래를 보다",2016-08-30 13:13:00
20579,10,적극 추천합니다!!!,2016-08-30 13:09:00
20580,10,이 영화보면서 좀비가 나오기 시작하면 무서워서 친구 손 붙자고 봤습니다. 그치만 마지막은 너무 슬펐어요ㅜㅜ,2016-08-30 13:08:00
20581,10,공유짱 너무멋짐 잘생김,2016-08-30 12:52:00
20582,9,아빠의 역할이 무엇인지 새삼느끼게 해준 영화,2016-08-30 11:57:00
20583,10,간만에 재밌는 영화였네요 개인적으로 좀비물 별로 안좋아하지만 마동석의 간지터지는 모습 잊혀지지 않네여 ㅋ,2016-08-30 11:52:00
20584,8,한국판 좀비의 새로운 시도는 좋았으나 스토리가 좀 미약,2016-08-30 11:12:00
20585,9,.ㅣ.ㅣ.ㅣ.ㅣ.ㅣ.ㅣ.ㅣ.ㅣ.ㅣ.ㅣ.,2016-08-30 11:10:00
20586,8,그냥 재미있습니다.. 오락영화는 재미있으면 그걸로 된건 아닐까..,2016-08-30 10:57:00
20587,10,재밌게 봤습니다.  아이들과 같이 봤는데.. 좀 무서워 하더군요.. 한국에서도 좀비물이 가능하다고 여긴 영화네요..,2016-08-30 10:55:00
20588,8,재미있네요 마동석 역시 대단 ㅋ,2016-08-30 10:54:00
20589,9,좀비와 사람의 경계가 무색하게 만드는 영화,2016-08-30 10:50:00
20590,10,재밌었어요. 시간 가는줄 모를만큼,2016-08-30 10:45:00
20591,8,약간의 무리수와 결말이 구리지만 재미있어서 두번 봤음 ㅋㅋ 마동석 핵캐리  보는 재미가 있음,2016-08-30 10:26:00
20592,9,새로운시도 아직 완벽하다고 할순없지만감독님의 실험정신에 박수를 보냅니다,2016-08-30 10:21:00
20593,8,다 재미있고 정말 좋은데 부산행 말그대로 그냥 기차에서 있었던 일만 쫙 설명하고 끝내서 좀 아쉬움..그 뒤에 어떻게 됬는지 이 바이러스가 어째서 생긴건지 잘안나옴 암튼 좀 뒷부분이 모자른거 빼고는 잼있었음,2016-08-30 08:34:00
20594,8,좀비가 너무 빨라서 놀라면서도 웃긴듯ㅋㅋ오랜만에 한국 좀비영화 좀 색달랐네요,2016-08-30 07:34:00
20595,8,낫밷1234567,2016-08-30 04:19:00
20596,8,"재밌었어요. 후반부에 지루한 부분이 있었지만, 그래도 영화관에서 볼 만한 영화였습니다.",2016-08-30 01:27:00
20597,8,영화의 전개과정에서 이해를 돕기 위한 짧아도 좋은 장면이나 여러 상황의 대한 개연성이 다소 부족하지만 장르의  흐름을 타 좋은 영화가 탄생한듯 합니다.,2016-08-30 01:07:00
20598,8,마동석님 스릉합니다!:),2016-08-30 00:37:00
20599,8,재미있는 좀비가 나오는 영화,2016-08-30 00:30:00
20600,7,긴장감넘쳐서볼만했음,2016-08-29 23:31:00
20601,7,"스토리가 뻔해서 조금 아쉬웠지만, 앞으로의 한국영화 좀비물에 기대해봅니다.",2016-08-29 23:05:00
20602,8,재밌네요~..~..~~..,2016-08-29 23:03:00
20603,9,재미나네요 많이조ㅛㅕㅣㅕ,2016-08-29 22:08:00
20604,6,좀비들만 보다 나왔습다,2016-08-29 22:00:00
20605,10,내주위엔 부산행 다봤는데 나는 아직 보지못해서 빨리보고싶었는데 늦게나마 네이버로  빨리빨리 결제해서 바로 볼수있어서 너무나도 편했다~재밌게 잘본영화 눈물도 쏙빼고 배우들 연기도 넘나 잘하고 굿,2016-08-29 21:54:00
20606,9,한국형 좀비 영화로써 손색 없었다는 느낌...배우들의 연기력도 좋았고...CG도 어색하지 않고 상당히 좋은 느낌을 받음...,2016-08-29 21:52:00
20607,9,처음 좀비가 되는 개연성은 부족하지만 정말 재밌게 봤다. 오락영화로 즐기기에 부족함이 없다.,2016-08-29 21:32:00
20608,7,재미있었어요...슬프기도 하구요...,2016-08-29 21:20:00
20609,7,좀비영화 재밌다 공유 잘생겼다,2016-08-29 20:46:00
20610,10,우리나라 좀비라별로라생각했는데  참재미있게잘봤습니다,2016-08-29 20:40:00
20611,10,영화 보다가 운거 처음이다,2016-08-29 20:28:00
20612,10,"진짜 말이  필요없고, 내 인생 영화",2016-08-29 20:24:00
20613,10,시간가는줄 몰랐어요 짱,2016-08-29 20:23:00
20614,9,우와 너무 재밌었어요~~,2016-08-29 20:10:00
20615,10,역시 제일 무서운 건 사람,2016-08-29 20:06:00
20616,9,한국형 좀비 블록버스터의 서막,2016-08-29 20:00:00
20617,9,촣은 영화 만들어 주셔서 감사드립니다 가족 모두 너무 재밋게 잘 고았습니다,2016-08-29 19:47:00
20618,9,재미잇어요~~~<<,2016-08-29 18:57:00
20619,10,와우 너무잼나든데요 나름감동도 있고 ㅎ  좀비 진짜나타날까 무섭 ㅎ,2016-08-29 18:51:00
20620,6,스펙타클한 좀비들~보는내내 깜놀깜놀~~서양좀비보다 엄청빨라서 놀랬고~~정말 그많은좀비들 연기력에 박수를~!!!,2016-08-29 18:19:00
20621,10,좀비역할하신분들 전부 짱이었어요....정말연가너무잘하시네요 정말 재밌게봤어요 솔직히 평점 9점 이상은 되야한다고생각해요 정말 재밌었습니다 마동석형 팬됬어요,2016-08-29 18:08:00
20622,7,극한상황에서 사람들의 이기심이 무섭다는걸 알려주는영화,2016-08-29 17:25:00
20623,5,음 너무 기대하고 봐서 그런지 기대이하인듯함,2016-08-29 16:52:00
20624,8,꿀잼입니다~^^ 꼭보세요,2016-08-29 16:50:00
20625,9,좀비영화 별로 안좋아하지만  구성도 탄탄하고 스트로 좋았습니다.,2016-08-29 16:23:00
20626,10,dtdtdtdyddd,2016-08-29 15:41:00
20627,9,무섭기도하면서 슬프기도하면서..아이들과도 소통할수 있는 그런 영화 였던것 같아요...,2016-08-29 15:30:00
20628,7,1234567890,2016-08-29 14:56:00
20629,10,진짜 것지말 아니라 정말 재밌다,2016-08-29 14:48:00
20630,8,네이버 덕분에 편하게 관람해서 좋았어요^^,2016-08-29 14:38:00
20631,10,처음엔 무섭구  그랫는대  넘 재밋구 감동적이엿어요,2016-08-29 13:34:00
20632,8,재밋네요 한국도 잘만드네요,2016-08-29 13:33:00
20633,8,정말 재밌어요~ 강추!!,2016-08-29 13:33:00
20634,7,잘 봤어요 찍느라 고생했겠네요,2016-08-29 13:32:00
20635,9,재밌어요 좀비물 잘만듬!,2016-08-29 13:28:00
20636,10,마동석을넘멋있었어요,2016-08-29 13:24:00
20637,10,재밌어용 지금 기차타는데 무서웡,2016-08-29 13:23:00
20638,9,좀비가 아니라 사람이 부서운걸 알았다특히 그 이기주이 적인 아저씨....딸을 위해 희생하는 아버지의 사랑으로 눈에 땀이 가득했다...,2016-08-29 13:15:00
20639,10,무섭기도하고 마지막은 너무슬펐어요ㅜㅜ,2016-08-29 13:02:00
20640,10,최고최고최고열자열자열자,2016-08-29 12:13:00
20641,8,국내산 좀비물이라 신선했고 재밌었음,2016-08-29 11:59:00
20642,9,정말 긴장감있고 재미있는데 약간 뻔한면이 없지않아있네요~ 좀비는 정말 실감나요,2016-08-29 11:55:00
20643,10,꽤 재미있세 봤습니다.,2016-08-29 11:47:00
20644,10,재밌어요!지루하지도않고~~,2016-08-29 11:31:00
20645,8,몇몇 조연들의 연기력이 좀 많이 아쉽네요. 전반적으로는 좋았는데 마무리도 좀 허망한 편 그래도 시간가는 줄 모르고 봤습니다,2016-08-29 11:23:00
20646,10,겁나잼게봤음 긴박긴박!!,2016-08-29 11:13:00
20647,9,마동석 존멋... 사랑합니다 행님,2016-08-29 11:08:00
20648,10,긴장의 끈을 팽팽하게 했다가 느슨하게했다 하면서 긴장감을 영화 후반까지 끌고간게 대단하다,2016-08-29 10:39:00
20649,10,정말 좋았어요 긴장감... 공유 간지남!! 추천해요 감동적인 영화,2016-08-29 10:25:00
20650,10,우리나라가 좀비영화를 만들다니..  굿,2016-08-29 10:17:00
20651,9,잘생긴  공유 보면서 좀 특이한 영화  잘봤어요,2016-08-29 10:07:00
20652,8,생각없이 볼만합니다.,2016-08-29 10:07:00
20653,10,재밌었어요마동석짱짱맨,2016-08-29 10:00:00
20654,10,영화재밋엇어요굿굿굿,2016-08-29 09:57:00
20655,8,재미있습니다. 한국에서 만든 좀비영화라는 새로움과 가족애라는 감동도 느낄 수 있었어요,2016-08-29 09:22:00
20656,8,최고최고최고최고최고,2016-08-29 09:04:00
20657,8,한국형 좀비물 새롭고 신선햇다 근데 외국 좀비 드라마와 영화에익숙해서 임팩트가 부족,2016-08-29 01:22:00
20658,8,재밌어요 ! 안 보셨다면 추천합니다 ㅎㅎ,2016-08-29 00:59:00
20659,8,내용은 진부할수 있지만 속도감 몰입도가 나름 괜찮았던 영화~,2016-08-29 00:58:00
20660,8,빠른 스토리 전개가 넘 좋았어요 !마무리는 아쉬웠지만 재밌게봤습니다,2016-08-29 00:45:00
20661,6,평등한사회속에서  서로도울수있는힘이 불끈,2016-08-29 00:26:00
20662,8,재밌었어요스릴스릴기ㅋ,2016-08-29 00:01:00
20663,8,볼까말까 계속 고민하다 본 영화..스릴과 감동 둘다 잡은 잘 만든 영화같아 보길 잘했다는 생각이 들어요!마동석과 공유 보는 재미가 쏠쏠함,2016-08-28 23:59:00
20664,8,좀비 분장이 어색하지 않고 박진감 넘침,2016-08-28 23:59:00
20665,8,언제 시간이 갔나 싶을 정도로 몰입해서 본 영화 입니다. 좀비들의 연기 좋았고 그래픽들도 자연 스러웠습니다. 깊이 있는 내용은 아닌것 같고 그냥 아무생각 없이 재미로 보는 영화 입니다.,2016-08-28 23:58:00
20666,9,한국 좀비 영환데 몰입해서 볼 수 있었던 영화. 다시보고 싶음,2016-08-28 23:56:00
20667,6,기대했던것보단...,2016-08-28 23:55:00
20668,6,많은기대를 해서 그런지 그닥....,2016-08-28 23:44:00
20669,8,"김의성 배우는 보는 내내 주먹을 쥐게 만드는 캐릭터였고, 그를 비롯한 일부 인간들의 이기심은 좀비보다 공포스러웠다. 생각보다 어색,유치하지 않은 좀비물이라는건 높게 살만하나 후반부의 감동파트는 너무 뻔했던듯. 어쨌든 깜짝깜짝 놀라가며 재밌게 봤다. ",2016-08-28 23:09:00
20670,9,시간 때우기엔 좋아요. 한국영화,2016-08-28 23:06:00
20671,9,재밌어요  다  죽어서  아쉽긴햇지만.,2016-08-28 22:52:00
20672,7,재밌어요 추천합니다!,2016-08-28 22:48:00
20673,8,잼있음 볼만해요...,2016-08-28 22:46:00
20674,8,우리나라 좀비영화라니ㅋ 굿,2016-08-28 22:34:00
20675,8,볼만하네 ㅎ 동석이 공유 ㅠㅠ,2016-08-28 22:28:00
20676,10,한국형 좀비물이 우리나라에서 많이 없었는데 신선햇던 것 같네요,2016-08-28 22:26:00
20677,9,월드워 제트보다 재밌어요~~,2016-08-28 22:22:00
20678,5,좀비물 밤에 잘때 무서웠다,2016-08-28 22:15:00
20679,9,감동적이고 재밌었어요~,2016-08-28 22:11:00
20680,9,정말기대안하고봣는데넘잼있게봣어요ㅎ웃음도있고감동도있고ㅎ끝에살짝아쉬움은있지만전체적으로즐겁게잘봣어요^^,2016-08-28 22:07:00
20681,10,짱ㅣㅇ자ㅣㅇ자ㅣㅇ자,2016-08-28 22:03:00
20682,8,스릴있고 재미있음. 보세요,2016-08-28 22:03:00
20683,10,아주 감동적인 영화네요~ 잘봤습니다~~,2016-08-28 21:50:00
20684,10,완전 짱..집에가는길인게..아직 현실감이안돌아와요너무긴장하고봐서 어깨가아파요,2016-08-28 21:44:00
20685,8,너무 재밌게 봤습니다 우리나라에도 이런 좀비영화가 탄생하다니!!,2016-08-28 21:44:00
20686,7,웹툰 부산행을 생각하고봤는데 전혀 다른내용이라 당황했지만 마동석님과 정유미님의 러블리함에 감동받고 공유의 섹시함에 매료되어 즐겁게봤습니다,2016-08-28 21:44:00
20687,9,볼만함 한국영화가 점점 발전하는 느낌,2016-08-28 21:42:00
20688,10,두번째 관람햇어요 좀비물인데도 내용이 그렇게 허술하지 않고 중간중간 마블리의 연기가 재밌는 영화인거같아요,2016-08-28 21:42:00
20689,9,존스스 잼있어요 부산부산 거려~~  부마부마부,2016-08-28 21:39:00
20690,10,꿀잼이였어요 역시 천만영화,2016-08-28 21:38:00
20691,10,흥미진진 스릴넘치게 간만에 넘 재밌는 영화 봤네요.  스토리탄탄 이런건 둘째 치구 전혀 지루하지 않있어요.  글구 공유는 울어도 멋지네요 ㅠ0ㅠ♥,2016-08-28 21:32:00
20692,10,처음에는 놀랐는데 점점 재미있지만 마지막엔 살짝 슬펐습니다.,2016-08-28 21:29:00
20693,10,재미있어용ㅋㅋ강아지귀여움,2016-08-28 21:28:00
20694,8,한국영화 치고 생각보다 퀄리티 높아서 놀랐음. 안방영화로는 훌륭함.,2016-08-28 21:23:00
20695,7,외국영화는 초대작이여지 1000만관객을 바라보고~한국영화는 괞찮은 영화면 1000만관객을 기대케하고~! 예전에는 영화에 따라 관객수가 정해지지만 요즘에는 팔이 안으로 굽는것 같다.,2016-08-28 21:16:00
20696,9,두근두근 재미있어요~ㅎㅎ즐겁게관람했습니다 ㅋㅋㅋ,2016-08-28 20:48:00
20697,8,볼만했어용볼만했어옹,2016-08-28 20:08:00
20698,7,재미있어요???????,2016-08-28 19:31:00
20699,8,킬링타임으로 좋은영화 좀비들 연기력짱,2016-08-28 19:03:00
20700,10,그냥 진짜 재밌었다 내가 이때까지 본것들 다집어 치울정도로 제일 재밌었다,2016-08-28 18:57:00
20701,7,"충분히 볼만한 영화. 하지만, 좀비역할..배우가 분장하고 연기한다 라는걸 내게 들켰고엔딩신.. 감독의 극적인 연출을 하겠다 라는 맘을 내게 들켰음.",2016-08-28 18:26:00
20702,9,음... 볼만합니다.공유가 잘생김...,2016-08-28 18:22:00
20703,8,볼 만했어여.깜짝깜짝 놀라느라..아직도 마음이 진정되지않네요.,2016-08-28 18:18:00
20704,9,진짜진짜재미있었어요^^,2016-08-28 18:12:00
20705,9,잼있습니다 강추 좀비는 징그럽지만요,2016-08-28 18:05:00
20706,7,처음엔 좀 놀랐지만 생각한만큼 재밌었네요 ^^,2016-08-28 18:03:00
20707,10,좀비 영화  국내첫시도 잘봤습니다,2016-08-28 17:55:00
20708,10,꿀잼입니당 두번봤어용,2016-08-28 17:52:00
20709,10,"무섭고 징그럽기도햇지만, 넘 잼나게봣어요!~~눈물도 펑펑흘리고!~~~",2016-08-28 17:50:00
20710,9,정말 가슴아픈영화...,2016-08-28 17:44:00
20711,9,재미있게 잘 보았습니다.,2016-08-28 17:43:00
20712,5,재밋네요즐거웠어요,2016-08-28 17:37:00
20713,10,스릴있고 감동적이예요 흑흑,2016-08-28 17:29:00
20714,2,존나보는내내답답하고 다른영화랑똑같이이어지는스토리계열 억지눈물짜내게하려하고 중요한장면은 휙휙지나가고 쓰잘데기없는장면들만질질끄는것같음,2016-08-28 17:18:00
20715,10,간만에 재밌는 영화 봤네요~,2016-08-28 17:14:00
20716,8,늦게 보고 와서 기대치가 컸던 탓인지 생각보다 별로... 중간중간에 &#39;굳이 저랬어야 했나&#39; 싶은 억지스러운 설정이 너무 많이 나옴. 오히려 일을 키우는 듯한 느낌... 영화보러 간 게 전혀 아깝지는 않았지만 살짝 아쉬움 ,2016-08-28 17:04:00
20717,10,"정말 재미있게 잘받습니다?공유,마동석,정유미 대박 나세요?",2016-08-28 17:03:00
20718,10,공유외에 최우식 마동석 또한 즐거웠다꼭 한번 볼만한 영화,2016-08-28 17:02:00
20719,9,잼나요 쫄깃하고  내용도 지루하지 않고,2016-08-28 16:59:00
20720,10,더디딤ㄴ이먿니마임ㄴ디각ㄴ디,2016-08-28 16:53:00
20721,7,기대이상의 수작.정말 잘 봤습니다.,2016-08-28 16:38:00
20722,7,전개는 스피드하나 스토리가 약간 부족한듯,2016-08-28 16:30:00
20723,7,재밋네요. 희생정신!!,2016-08-28 16:29:00
20724,10,잼떠라고요  눈요기가재밌엉,2016-08-28 16:19:00
20725,10,한국형좀비영화의 시작,2016-08-28 16:12:00
20726,10,아버지의 힘은 대단했다.,2016-08-28 16:10:00
20727,9,단순한 내용 하지만 스피드있는 내용 진행이 지루함을 느끼지 못하게 만든 영화 재미 만점 극장에서 보기 아깝지 않은 영화,2016-08-28 16:00:00
